Respondent_ID,Persona_Cluster_Seed,Q1_Age_Group,Q2_Gender,Q3_Emirate,Q4_Monthly_Income_AED,Nationality,Occupation,Q5_Experience_Level,Q6_Days_Per_Week,Q7_Weekly_Distance_km,Q8_Terrain,Q9_Training_Goal,Q10_Foot_Width,Q11_Foot_Issues,Q12_Shoe_Priority,Q13_Sole_Type,Q14_Fit_Style,Q15_Color_Pref,Q16_Accessories,Q17_Trusted_Brands,Q18_Spend_Per_Pair_AED,Q19_Purchase_Frequency,Q20_Purchase_Channel,Q21_Brand_Switch_Motivator,Q22_Current_Shoe_Satisfaction_1_7,Q23_App_Comfort,Q24_WTP_App_AED_Month,Q25_App_Interest,Q26_Running_Motivation,Q27_Runner_Identity_1_5,Q28_Running_Club_Member,Q29_Peer_Influence_1_5,Q30_Sustainability_Importance_1_5,Q31_Min_Discount_To_Switch,Q32_Waits_For_Sales,Q33_Fitness_Apps_Used,Q34_Used_AI_Shopping_Before,Q35_Brand_Switch_Likelihood_1_5
UAE_1865,Casual_Lifestyle_Runner,35-44,Male,Dubai,"5,000-10,000",GCC National,Self-employed,Complete beginner,I don't run yet,Less than 10km,Treadmill,Weight loss,Narrow,,Comfort/Cushioning,Medium/Balanced,Standard fit,Earthy/Natural,,Nike; Adidas; Hoka,Under 200,Every 1-2 years,Brand stores,Social media,5,Very comfortable,Up to 10 AED,Unlikely,Weight management,3,No,3,3,50%+,No,,Yes,4
UAE_1866,Casual_Lifestyle_Runner,45-54,Male,Abu Dhabi,"10,001-20,000",Western,Corporate/Salaried,Beginner,3-4 days,Less than 10km,Road/Pavement; Treadmill,10K,Wide,,Comfort/Cushioning,Thick/Plush,Roomy toe box,Metallic/Premium,,Nike; Adidas; Brooks,400-600,Once a year,During sales,Professional review,4,Very comfortable,50+ AED,Neutral/Unsure,General fitness,2,No,4,2,20-30%,Yes,,No,4
UAE_1867,Aspirational_Beginner,25-34,Male,Dubai,"10,001-20,000",East/SE Asian,Student,Beginner,3-4 days,Less than 10km,Road/Pavement,Weight loss,Standard/Medium,,Style/Brand,Thin/Minimal,Snug/Sock-like,Metallic/Premium,Running socks,Adidas,400-600,Every 4-6 months,Online (Amazon/Noon); During sales,Professional review,5,Comfortable,Won't pay,Neutral/Unsure,Weight management,2,No,5,4,50%+,No,,No,3
UAE_1868,Aspirational_Beginner,25-34,Male,Ras Al Khaimah,"5,000-10,000",East/SE Asian,Student,Intermediate,1-2 days,25-50km,Track,No goal/fun,Narrow,,Comfort/Cushioning,Thick/Plush,Snug/Sock-like,Bold/Bright,Custom insoles; Compression wear; Foam roller,Nike; New Balance,400-600,Every 4-6 months,Brand stores; Apps/Platforms; During sales,Friend/Community,1,Comfortable,25-50 AED,Neutral/Unsure,Weight management,2,No,4,3,50%+,No,Apple Watch/Health,Yes,3
UAE_1869,Aspirational_Beginner,18-24,Non-binary,Dubai,"Above 60,000",South Asian,Self-employed,Beginner,1-2 days,Less than 10km,Road/Pavement,Full Marathon,Standard/Medium,,Comfort/Cushioning,Thick/Plush,Standard fit,Bold/Bright,Running belt/Hydration,Adidas,Above 1200,Every 4-6 months,Sports retailers,Social media,4,Comfortable,Up to 10 AED,Likely would use,Mental health,4,No,2,3,50%+,No,Apple Watch/Health,No,4
UAE_1870,Wellness_Professional,25-34,Male,Dubai,,South Asian,Corporate/Salaried,Experienced,3-4 days,50-80km,Road/Pavement; Treadmill,Weight loss,Wide,Plantar fasciitis,Comfort/Cushioning,Thick/Plush,Standard fit,Earthy/Natural,,New Balance; Brooks; On Running,400-600,Every 4-6 months,Sports retailers; Apps/Platforms,Friend/Community,7,Comfortable,10-25 AED,Unlikely,Mental health,2,No,5,4,5% or less,No,Strava,Yes,3
UAE_1871,Wellness_Professional,35-44,Male,Abu Dhabi,"10,001-20,000",GCC National,Corporate/Salaried,Intermediate,3-4 days,10-25km,Treadmill,Full Marathon,Not sure,Shin splints; None,Lightweight,Thick/Plush,Standard fit,Earthy/Natural,Running socks; Custom insoles; GPS Watch,Nike; New Balance; On Running,400-600,Every 4-6 months,Brand stores; Online (Amazon/Noon); Running specialty,Professional review,6,Very comfortable,10-25 AED,Definitely would use,Weight management,5,No,3,1,20-30%,Yes,Apple Watch/Health; Nike Run Club,Yes,5
UAE_1872,Aspirational_Beginner,25-34,Male,Abu Dhabi,,Arab (non-GCC),Corporate/Salaried,Complete beginner,3-4 days,Less than 10km,Treadmill,Weight loss,Standard/Medium,Shin splints,Comfort/Cushioning,Medium/Balanced,Roomy toe box,Bold/Bright,Foam roller,Saucony,400-600,Every 1-2 years,Sports retailers,Social media,1,Comfortable,Up to 10 AED,Definitely would not,General fitness,2,No,3,3,5% or less,Yes,,Yes,5
UAE_1873,Serious_Age_Grouper,35-44,Female,Abu Dhabi,"35,001-60,000",Arab (non-GCC),Self-employed,Advanced/Competitive,5-6 days,50-80km,Road/Pavement; Beach/Sand,10K,Standard/Medium,,Durability/Value,Medium/Balanced,Snug/Sock-like,Bold/Bright,,ASICS; Brooks; Saucony,600-900,Every 4-6 months,Running specialty; Apps/Platforms; During sales,Professional review,1,Prefer in-store,25-50 AED,Likely would use,Mental health,2,Yes,3,3,5% or less,No,Garmin; Apple Watch/Health,Yes,5
UAE_1874,Ultra_Trail_Specialist,25-34,Female,Abu Dhabi,"20,001-35,000",Arab (non-GCC),Self-employed,Advanced/Competitive,3-4 days,50-80km,Beach/Sand; Trail/Desert,Ultra/Trail,Not sure,,Comfort/Cushioning,Medium/Balanced,Roomy toe box,Bold/Bright,Running socks; Custom insoles; GPS Watch; Running belt/Hydration,Nike; ASICS; Hoka; Saucony,Above 1200,Every 4-6 months,Online (Amazon/Noon); Running specialty,Discount,2,Very comfortable,25-50 AED,Neutral/Unsure,Explore outdoors,4,Yes,2,5,50%+,No,Strava; Garmin,Yes,3
UAE_1875,Wellness_Professional,25-34,Female,Dubai,,Arab (non-GCC),Corporate/Salaried,Experienced,1-2 days,10-25km,Treadmill; Beach/Sand,Half Marathon,Extra Wide,Knee pain,Comfort/Cushioning,Thick/Plush,Standard fit,Solid neutral,Running socks,Nike; Adidas; On Running,400-600,Every 1-2 years,Brand stores; Sports retailers,Free trial,6,Very comfortable,10-25 AED,Likely would use,Weight management,4,No,3,5,10-15%,No,Apple Watch/Health,No,3
UAE_1876,Serious_Age_Grouper,45-54,Male,Dubai,"20,001-35,000",,Homemaker,Advanced/Competitive,3-4 days,10-25km,Road/Pavement; Track,Half Marathon,Wide,,Lightweight,Thin/Minimal,Snug/Sock-like,Bold/Bright,Running socks,Adidas; ASICS; Brooks,400-600,Every 4-6 months,Online (Amazon/Noon),Free trial,5,Very comfortable,25-50 AED,Definitely would use,Competitive performance,3,No,4,4,10-15%,No,Strava; Apple Watch/Health; Nike Run Club,No,4
UAE_1877,Serious_Age_Grouper,18-24,Female,Dubai,"35,001-60,000",GCC National,Corporate/Salaried,Experienced,5-6 days,25-50km,Road/Pavement,Full Marathon,Standard/Medium,Flat feet/Low arch; Knee pain,Lightweight,No preference,Snug/Sock-like,Limited Edition,Running socks; GPS Watch,New Balance,200-400,Every 1-2 years,Brand stores; Sports retailers; Apps/Platforms,Expert AI,2,Comfortable,25-50 AED,Definitely would not,Social/Community,5,Yes,4,1,10-15%,No,Strava; Nike Run Club,No,3
UAE_1878,Serious_Age_Grouper,35-44,Female,Sharjah,"10,001-20,000",South Asian,Self-employed,Experienced,3-4 days,50-80km,Treadmill,Full Marathon,Standard/Medium,,Injury Prevention,Thin/Minimal,Roomy toe box,Bold/Bright,GPS Watch,Nike; ASICS,400-600,Every 4-6 months,Brand stores; Sports retailers; During sales,Friend/Community,4,Very comfortable,50+ AED,Definitely would use,Competitive performance,4,No,3,2,50%+,No,Strava; Garmin; Apple Watch/Health,No,3
UAE_1879,Social_Community_Runner,35-44,Female,Dubai,"Below 5,000",South Asian,Homemaker,Experienced,5-6 days,25-50km,Road/Pavement; Beach/Sand,Ultra/Trail,Standard/Medium,Flat feet/Low arch; Shin splints; None,Durability/Value,Medium/Balanced,Standard fit,Limited Edition,Running socks; GPS Watch,ASICS,400-600,Every 1-2 years,Brand stores; Apps/Platforms,Discount,3,Comfortable,Up to 10 AED,Neutral/Unsure,Social/Community,4,Yes,4,4,10-15%,No,,No,1
UAE_1880,Serious_Age_Grouper,45-54,Male,Sharjah,"35,001-60,000",South Asian,Corporate/Salaried,Advanced/Competitive,5-6 days,25-50km,Road/Pavement,Weight loss,Not sure,,Comfort/Cushioning,Medium/Balanced,Snug/Sock-like,Bold/Bright,Compression wear,Nike; Adidas; Hoka,900-1200,Every 1-2 years,Sports retailers; Apps/Platforms; During sales,Expert AI,1,Comfortable,10-25 AED,Likely would use,Mental health,4,No,5,4,50%+,Yes,Strava; Garmin,No,2
UAE_1881,Wellness_Professional,25-34,Female,Dubai,"10,001-20,000",Arab (non-GCC),Corporate/Salaried,Experienced,1-2 days,25-50km,Treadmill,No goal/fun,Standard/Medium,Knee pain; Shin splints; None,Comfort/Cushioning,Medium/Balanced,Standard fit,Metallic/Premium,Running socks; GPS Watch; Running belt/Hydration,Nike; Hoka,400-600,Once a year,Sports retailers,Discount,1,Comfortable,25-50 AED,Definitely would use,Competitive performance,2,No,2,4,50%+,No,Strava,No,4
UAE_1882,Ultra_Trail_Specialist,35-44,Male,Sharjah,"35,001-60,000",GCC National,Self-employed,Advanced/Competitive,3-4 days,80+ km,Trail/Desert,Full Marathon,Narrow,,Injury Prevention,Thick/Plush,Snug/Sock-like,Limited Edition,Compression wear; Running belt/Hydration,Hoka,900-1200,Every 4-6 months,Brand stores; Sports retailers; Online (Amazon/Noon),Friend/Community,5,Very comfortable,25-50 AED,Likely would use,Mental health,4,Yes,5,4,20-30%,No,Strava,No,3
UAE_1883,Serious_Age_Grouper,45-54,Male,Ajman,"20,001-35,000",South Asian,Corporate/Salaried,Advanced/Competitive,5-6 days,10-25km,Road/Pavement,Full Marathon,Standard/Medium,,Speed/Performance,Thick/Plush,Standard fit,Solid neutral,Running socks; Custom insoles; Foam roller,Nike; Saucony,600-900,Every 3 months,During sales,Discount,1,Comfortable,Up to 10 AED,Definitely would use,Social/Community,5,Yes,3,1,20-30%,Yes,Apple Watch/Health,Yes,2
UAE_1884,Wellness_Professional,25-34,Prefer not to say,Abu Dhabi,"Below 5,000",GCC National,Corporate/Salaried,Experienced,3-4 days,10-25km,Treadmill,5K,Wide,,Comfort/Cushioning,No preference,Standard fit,Solid neutral,,No preference,400-600,Every 1-2 years,Sports retailers,Discount,4,Neutral,Up to 10 AED,Unlikely,Weight management,3,No,3,4,20-30%,Yes,,No,4
UAE_1885,Aspirational_Beginner,25-34,Female,Dubai,"Above 60,000",South Asian,Student,Complete beginner,3-4 days,10-25km,Road/Pavement,No goal/fun,Narrow,Knee pain; Shin splints,Comfort/Cushioning,Medium/Balanced,Standard fit,Solid neutral,,ASICS; Brooks; Saucony,Above 1200,Once a year,Sports retailers; During sales,Social media,5,Prefer in-store,Won't pay,Definitely would use,Weight management,5,No,4,3,50%+,No,Nike Run Club,No,3
UAE_1886,Social_Community_Runner,35-44,Male,Abu Dhabi,"10,001-20,000",African,Corporate/Salaried,Beginner,3-4 days,50-80km,Road/Pavement; Beach/Sand,Half Marathon,Standard/Medium,,Durability/Value,Medium/Balanced,Snug/Sock-like,Solid neutral,Compression wear,Adidas; New Balance,200-400,Rarely/Not yet,During sales,Friend/Community,7,Very comfortable,Up to 10 AED,Unlikely,Competitive performance,5,No,2,3,50%+,No,,No,4
UAE_1887,Aspirational_Beginner,25-34,Female,Dubai,"Below 5,000",Arab (non-GCC),Student,Complete beginner,1-2 days,10-25km,Treadmill,Weight loss,Extra Wide,,Comfort/Cushioning,Medium/Balanced,Snug/Sock-like,Bold/Bright,Running belt/Hydration; Foam roller,No preference,400-600,Every 1-2 years,Brand stores; Online (Amazon/Noon),Expert AI,6,Prefer in-store,Up to 10 AED,Definitely would use,Weight management,1,No,5,2,20-30%,No,Apple Watch/Health,Yes,1
UAE_1888,Aspirational_Beginner,25-34,Male,Dubai,"5,000-10,000",Other,Corporate/Salaried,Experienced,1-2 days,Less than 10km,Road/Pavement; Treadmill,Weight loss,Standard/Medium,Knee pain,Speed/Performance,Thick/Plush,Roomy toe box,Bold/Bright,Running socks,Adidas; On Running,Under 200,Rarely/Not yet,Brand stores,Social media,7,Comfortable,10-25 AED,Definitely would use,Weight management,2,No,3,1,20-30%,Yes,Nike Run Club,Yes,2
UAE_1889,Wellness_Professional,25-34,Male,Dubai,"35,001-60,000",East/SE Asian,Self-employed,Intermediate,1-2 days,Less than 10km,Treadmill,Half Marathon,Wide,Flat feet/Low arch,Comfort/Cushioning,Thick/Plush,Standard fit,Metallic/Premium,Running socks; GPS Watch,Nike,400-600,Once a year,Running specialty,Friend/Community,3,Very comfortable,Up to 10 AED,Neutral/Unsure,General fitness,4,No,1,2,20-30%,No,Apple Watch/Health,No,3
UAE_1890,Casual_Lifestyle_Runner,25-34,Female,Sharjah,"5,000-10,000",South Asian,Student,Intermediate,1-2 days,10-25km,Treadmill,No goal/fun,Extra Wide,,Durability/Value,Medium/Balanced,Standard fit,Metallic/Premium,GPS Watch; Running belt/Hydration,No preference,200-400,Every 3 months,Brand stores; Sports retailers; Running specialty,Social media,7,Comfortable,10-25 AED,Unlikely,General fitness,3,No,3,1,50%+,Yes,Apple Watch/Health,Yes,5
UAE_1891,Aspirational_Beginner,45-54,Female,Abu Dhabi,"10,001-20,000",GCC National,Self-employed,Beginner,1-2 days,Less than 10km,Treadmill,Full Marathon,Wide,,Injury Prevention,Thick/Plush,Snug/Sock-like,Earthy/Natural,,Nike,Under 200,Every 1-2 years,Apps/Platforms,Social media,4,Slightly uncomfortable,25-50 AED,Neutral/Unsure,General fitness,3,No,3,3,20-30%,No,,No,5
UAE_1892,Social_Community_Runner,45-54,Female,Dubai,"20,001-35,000",South Asian,Corporate/Salaried,Experienced,3-4 days,10-25km,Trail/Desert,10K,Standard/Medium,,Speed/Performance,Medium/Balanced,Standard fit,Bold/Bright,Running socks; GPS Watch,Adidas; New Balance,600-900,Once a year,Running specialty,Discount,3,Prefer in-store,Up to 10 AED,Definitely would not,Competitive performance,3,No,3,2,20-30%,Yes,Strava; Apple Watch/Health,No,5
UAE_1893,Wellness_Professional,25-34,Female,Sharjah,"10,001-20,000",GCC National,Corporate/Salaried,Intermediate,3-4 days,10-25km,Treadmill,Weight loss,Not sure,Knee pain; None,Injury Prevention,Medium/Balanced,Standard fit,Solid neutral,Running socks; GPS Watch,Nike; Hoka,400-600,Once a year,Sports retailers; Online (Amazon/Noon),Friend/Community,3,Very comfortable,25-50 AED,Likely would use,General fitness,5,Yes,3,4,20-30%,Yes,Apple Watch/Health; Nike Run Club,No,3
UAE_1894,Aspirational_Beginner,25-34,Female,Dubai,"10,001-20,000",South Asian,Corporate/Salaried,Complete beginner,1-2 days,10-25km,Treadmill,No goal/fun,Standard/Medium,,Comfort/Cushioning,Medium/Balanced,Standard fit,Solid neutral,,No preference,200-400,Every 1-2 years,Brand stores; Sports retailers,Professional review,5,Comfortable,Up to 10 AED,Definitely would use,Mental health,3,No,2,5,10-15%,Yes,,No,3
UAE_1895,Serious_Age_Grouper,25-34,Non-binary,Abu Dhabi,"20,001-35,000",Western,Corporate/Salaried,Experienced,3-4 days,25-50km,Road/Pavement,Dubai/AD Marathon,Wide,Plantar fasciitis,Speed/Performance,Medium/Balanced,Standard fit,Solid neutral,Running socks; Custom insoles; Running belt/Hydration,Nike; Adidas; On Running,Above 1200,Once a year,Sports retailers; Online (Amazon/Noon),Professional review,5,Comfortable,Won't pay,Likely would use,Competitive performance,3,No,1,2,20-30%,No,Strava; Garmin,No,2
UAE_1896,Wellness_Professional,35-44,Male,Ras Al Khaimah,"35,001-60,000",Arab (non-GCC),Corporate/Salaried,Intermediate,3-4 days,25-50km,Treadmill,Weight loss,Extra Wide,Plantar fasciitis,Injury Prevention,Thick/Plush,Roomy toe box,Solid neutral,Foam roller,Nike; On Running,400-600,Once a year,Brand stores; Sports retailers; Online (Amazon/Noon),Professional review,3,Neutral,Up to 10 AED,Likely would use,Mental health,3,No,3,5,20-30%,Yes,Garmin,Yes,3
UAE_1897,Serious_Age_Grouper,35-44,Female,Dubai,"Above 60,000",GCC National,Corporate/Salaried,Intermediate,5-6 days,50-80km,Road/Pavement,Full Marathon,Extra Wide,High arch; None,Speed/Performance,Thin/Minimal,Standard fit,Solid neutral,GPS Watch; Compression wear,Nike,900-1200,Every 4-6 months,Sports retailers,Professional review,1,Comfortable,Up to 10 AED,Definitely would not,Competitive performance,4,Yes,5,3,10-15%,No,Strava,No,1
UAE_1898,Aspirational_Beginner,25-34,Female,Abu Dhabi,"10,001-20,000",Arab (non-GCC),Other,Complete beginner,3-4 days,10-25km,Treadmill,Weight loss,Standard/Medium,,Comfort/Cushioning,Thick/Plush,Standard fit,Solid neutral,,Nike; New Balance,900-1200,Rarely/Not yet,Brand stores; Sports retailers; Running specialty,Expert AI,5,Slightly uncomfortable,25-50 AED,Definitely would not,Weight management,5,No,5,4,10-15%,No,,No,3
UAE_1899,Social_Community_Runner,18-24,Male,Fujairah,"10,001-20,000",Western,Corporate/Salaried,Complete beginner,3-4 days,10-25km,Road/Pavement,Full Marathon,Wide,Plantar fasciitis; None,Durability/Value,Medium/Balanced,Standard fit,Solid neutral,,Nike,200-400,Once a year,Brand stores; Sports retailers,Expert AI,4,Very comfortable,Up to 10 AED,Likely would use,Social/Community,1,Yes,5,3,50%+,Yes,Nike Run Club,Yes,4
UAE_1900,Wellness_Professional,45-54,Male,Sharjah,"10,001-20,000",Western,Corporate/Salaried,Beginner,3-4 days,10-25km,Treadmill,10K,Standard/Medium,,Speed/Performance,Medium/Balanced,Snug/Sock-like,Bold/Bright,GPS Watch; Compression wear,Adidas; Saucony,400-600,Once a year,Online (Amazon/Noon); Running specialty,Friend/Community,5,Comfortable,Up to 10 AED,Definitely would use,Mental health,4,Yes,5,3,20-30%,No,Nike Run Club,Yes,3
UAE_1901,Serious_Age_Grouper,45-54,Female,Abu Dhabi,"35,001-60,000",Western,Corporate/Salaried,Advanced/Competitive,5-6 days,10-25km,Road/Pavement,Full Marathon,Narrow,,Durability/Value,Thick/Plush,Roomy toe box,Solid neutral,Running socks; GPS Watch,Adidas; ASICS; Saucony; On Running,600-900,Every 4-6 months,Online (Amazon/Noon); During sales,Professional review,6,Very comfortable,Up to 10 AED,Definitely would use,Competitive performance,4,Yes,2,2,20-30%,No,,No,4
UAE_1902,Aspirational_Beginner,25-34,Female,Dubai,"5,000-10,000",Arab (non-GCC),Student,Beginner,3-4 days,10-25km,Treadmill; Mall/Indoor,5K,Standard/Medium,High arch; Shin splints,Comfort/Cushioning,No preference,Standard fit,Bold/Bright,,Nike; Saucony,400-600,Rarely/Not yet,Online (Amazon/Noon),Expert AI,5,Very comfortable,Up to 10 AED,Unlikely,Competitive performance,3,No,3,4,50%+,Yes,Garmin; Apple Watch/Health; Nike Run Club,No,3
UAE_1903,Wellness_Professional,35-44,Female,Abu Dhabi,"10,001-20,000",South Asian,Self-employed,Beginner,3-4 days,25-50km,Treadmill,Weight loss,Wide,,Comfort/Cushioning,Medium/Balanced,Roomy toe box,Bold/Bright,Running belt/Hydration,Nike; On Running,400-600,Once a year,Apps/Platforms,Free trial,1,Prefer in-store,50+ AED,Definitely would use,Weight management,3,No,2,3,20-30%,Yes,Apple Watch/Health,Yes,4
UAE_1904,Aspirational_Beginner,25-34,Male,Dubai,"20,001-35,000",Western,Corporate/Salaried,Complete beginner,3-4 days,Less than 10km,Treadmill,Weight loss,Narrow,Shin splints,Comfort/Cushioning,Thick/Plush,Snug/Sock-like,Solid neutral,,No preference,900-1200,Once a year,Sports retailers; Online (Amazon/Noon),Friend/Community,6,Very comfortable,Won't pay,Definitely would use,Mental health,3,Yes,4,4,20-30%,No,,No,5
UAE_1905,Wellness_Professional,18-24,Male,Dubai,"20,001-35,000",South Asian,Corporate/Salaried,Intermediate,1-2 days,10-25km,Road/Pavement; Treadmill,Half Marathon,Standard/Medium,,Durability/Value,No preference,Roomy toe box,Solid neutral,,Nike; Adidas,900-1200,Once a year,Running specialty; Apps/Platforms,Professional review,5,Comfortable,Up to 10 AED,Likely would use,General fitness,3,No,4,3,10-15%,No,,No,5
UAE_1906,Aspirational_Beginner,25-34,Male,Fujairah,"10,001-20,000",South Asian,Homemaker,Complete beginner,1-2 days,10-25km,Treadmill,5K,Not sure,,Comfort/Cushioning,Thick/Plush,Standard fit,Solid neutral,,No preference,200-400,Rarely/Not yet,Sports retailers,Free trial,3,Prefer in-store,10-25 AED,Neutral/Unsure,Weight management,2,No,2,5,50%+,Yes,,Yes,2
UAE_1907,Casual_Lifestyle_Runner,18-24,Female,Abu Dhabi,"10,001-20,000",Arab (non-GCC),Other,Intermediate,1-2 days,Less than 10km,Treadmill,No goal/fun,Not sure,Flat feet/Low arch,Durability/Value,Medium/Balanced,Roomy toe box,Metallic/Premium,,Hoka; Brooks,400-600,Once a year,Sports retailers; During sales,Social media,3,Very comfortable,25-50 AED,Likely would use,General fitness,2,No,5,1,50%+,Yes,,No,3
UAE_1908,Social_Community_Runner,35-44,Female,Dubai,"5,000-10,000",South Asian,Student,Intermediate,1-2 days,50-80km,Trail/Desert,Half Marathon,Wide,High arch; Knee pain,Comfort/Cushioning,Thick/Plush,Standard fit,Limited Edition,,ASICS,400-600,Every 4-6 months,Sports retailers,Friend/Community,5,Comfortable,Up to 10 AED,Definitely would not,Social/Community,3,No,5,3,10-15%,Yes,Garmin,No,2
UAE_1909,Social_Community_Runner,35-44,Female,Fujairah,"Above 60,000",South Asian,Corporate/Salaried,Intermediate,1-2 days,10-25km,Beach/Sand; Trail/Desert,5K,Wide,Plantar fasciitis,Injury Prevention,Thick/Plush,Snug/Sock-like,Bold/Bright,Compression wear,No preference,Under 200,Once a year,Brand stores; Online (Amazon/Noon); Running specialty,Discount,5,Prefer in-store,Up to 10 AED,Likely would use,Mental health,2,Yes,4,4,20-30%,No,,No,4
UAE_1910,Aspirational_Beginner,18-24,Male,Ajman,,East/SE Asian,Other,Complete beginner,I don't run yet,Less than 10km,Beach/Sand,Weight loss,Narrow,Flat feet/Low arch,Durability/Value,No preference,Snug/Sock-like,Solid neutral,,On Running,200-400,Rarely/Not yet,Sports retailers,Discount,2,Comfortable,Up to 10 AED,Unlikely,Mental health,3,No,1,4,5% or less,No,Nike Run Club,Yes,5
UAE_1911,Social_Community_Runner,25-34,Male,Dubai,"10,001-20,000",Western,Self-employed,Experienced,3-4 days,10-25km,Road/Pavement,Full Marathon,Narrow,,Injury Prevention,Thick/Plush,Standard fit,Earthy/Natural,,Adidas; On Running,600-900,Once a year,Sports retailers,Social media,7,Comfortable,50+ AED,Likely would use,Mental health,2,Yes,5,4,50%+,No,Garmin; Apple Watch/Health,No,4
UAE_1912,Ultra_Trail_Specialist,35-44,Female,Abu Dhabi,"10,001-20,000",Arab (non-GCC),Student,Advanced/Competitive,5-6 days,80+ km,Trail/Desert,Ultra/Trail,Not sure,,Injury Prevention,Thin/Minimal,Roomy toe box,Solid neutral,Custom insoles; GPS Watch; Compression wear; Running belt/Hydration,ASICS; New Balance,600-900,Every 4-6 months,Sports retailers,Professional review,6,Very comfortable,10-25 AED,Unlikely,Explore outdoors,5,No,4,3,10-15%,No,Strava; Garmin; Apple Watch/Health,Yes,5
UAE_1913,Casual_Lifestyle_Runner,45-54,Female,Dubai,"10,001-20,000",Arab (non-GCC),Other,Complete beginner,3-4 days,50-80km,Treadmill; Beach/Sand,Half Marathon,Not sure,Flat feet/Low arch; Bunions,Style/Brand,No preference,Standard fit,Bold/Bright,,Nike; Brooks,400-600,Once a year,During sales,Friend/Community,6,Comfortable,Up to 10 AED,Neutral/Unsure,Mental health,3,No,3,5,50%+,No,Nike Run Club,No,5
UAE_1914,Social_Community_Runner,25-34,Male,Sharjah,"10,001-20,000",Western,Corporate/Salaried,Beginner,3-4 days,10-25km,Road/Pavement,5K,Standard/Medium,Knee pain; Bunions,Durability/Value,Thick/Plush,Roomy toe box,Earthy/Natural,Running socks; Foam roller,Nike; Adidas; On Running,Above 1200,Once a year,Sports retailers,Discount,6,Neutral,Won't pay,Definitely would not,Competitive performance,4,Yes,3,5,20-30%,No,Garmin,No,4
UAE_1915,Social_Community_Runner,45-54,Female,Sharjah,"Above 60,000",South Asian,Self-employed,Experienced,1-2 days,10-25km,Road/Pavement,Half Marathon,Standard/Medium,,Speed/Performance,Medium/Balanced,Roomy toe box,Metallic/Premium,Custom insoles; Compression wear,Adidas; New Balance,400-600,Every 3 months,Sports retailers; During sales,Professional review,1,Very comfortable,10-25 AED,Likely would use,Mental health,3,Yes,4,5,5% or less,No,Strava,No,4
UAE_1916,Wellness_Professional,35-44,Female,Abu Dhabi,"10,001-20,000",Western,Corporate/Salaried,Beginner,Daily,Less than 10km,Treadmill,10K,Narrow,Flat feet/Low arch; None,Durability/Value,Medium/Balanced,Roomy toe box,Bold/Bright,GPS Watch; Compression wear; Running belt/Hydration,Nike; Brooks; On Running,Above 1200,Every 4-6 months,Running specialty; Apps/Platforms,Discount,6,Comfortable,10-25 AED,Likely would use,Weight management,4,No,4,2,20-30%,No,,Yes,5
UAE_1917,Ultra_Trail_Specialist,25-34,Male,Abu Dhabi,"35,001-60,000",Arab (non-GCC),Fitness professional,Advanced/Competitive,3-4 days,50-80km,Road/Pavement; Beach/Sand,Half Marathon,Standard/Medium,,Comfort/Cushioning,Thick/Plush,Roomy toe box,Limited Edition,Running socks; Custom insoles; GPS Watch; Running belt/Hydration,Nike,600-900,Every 4-6 months,Online (Amazon/Noon); Apps/Platforms,Professional review,4,Comfortable,Up to 10 AED,Definitely would use,Competitive performance,3,No,3,4,10-15%,No,Strava; Garmin; Apple Watch/Health,No,3
UAE_1918,Serious_Age_Grouper,45-54,Male,Abu Dhabi,"10,001-20,000",GCC National,Corporate/Salaried,Experienced,5-6 days,50-80km,Road/Pavement,5K,Standard/Medium,Plantar fasciitis,Comfort/Cushioning,No preference,Snug/Sock-like,Solid neutral,Custom insoles,Nike; New Balance,600-900,Every 3 months,Sports retailers; Apps/Platforms,Expert AI,6,Very comfortable,50+ AED,Neutral/Unsure,Competitive performance,5,No,5,5,50%+,Yes,Nike Run Club,Yes,3
UAE_1919,Social_Community_Runner,45-54,Female,Abu Dhabi,"20,001-35,000",Arab (non-GCC),Self-employed,Intermediate,3-4 days,25-50km,Road/Pavement,No goal/fun,Wide,,Comfort/Cushioning,No preference,Standard fit,Limited Edition,,Nike; Adidas; New Balance,400-600,Once a year,Brand stores; Running specialty,Expert AI,4,Comfortable,Up to 10 AED,Likely would use,Competitive performance,5,Yes,4,4,20-30%,No,Garmin,No,2
UAE_1920,Social_Community_Runner,35-44,Male,Dubai,,South Asian,Corporate/Salaried,Experienced,3-4 days,50-80km,Road/Pavement; Treadmill; Beach/Sand,Half Marathon,Standard/Medium,Flat feet/Low arch,Lightweight,Medium/Balanced,Standard fit,Metallic/Premium,,Adidas; ASICS; Hoka,900-1200,Every 3 months,Online (Amazon/Noon),Free trial,7,Comfortable,Won't pay,Definitely would use,Competitive performance,3,Yes,5,5,50%+,Yes,Strava; Apple Watch/Health; Nike Run Club,Yes,3
UAE_1921,Wellness_Professional,45-54,Female,Dubai,"20,001-35,000",Western,Homemaker,Complete beginner,3-4 days,25-50km,Treadmill,10K,Standard/Medium,,Speed/Performance,Thick/Plush,Standard fit,Metallic/Premium,GPS Watch,Adidas; New Balance; Hoka; On Running,200-400,Every 4-6 months,Brand stores; Sports retailers,Friend/Community,4,Very comfortable,25-50 AED,Neutral/Unsure,Mental health,3,No,4,5,5% or less,No,Apple Watch/Health,No,2
